ID	Year	Title	Singer	Lyric
1649	2007	미인 (美人)	이기찬	헤어질 때 늘 하던 짧은인사가 오늘따라 왜 이렇게 서글픈거니 눈물이 두 뺨 위로 흘러내릴때 그때서야 이별인 줄 알았어요 제발 가지 말라고 차갑게 떠나지 말라고 가슴 아프도록 외쳐보지만 너는 떠나간다고 나의 손을 놓는다고 나를두고 돌아서 버린 너 다시 사랑한다 해도 다른 누군갈 만나도 나는 너와 같은 사람 다신 만나진 못해 백 번 천 번을 말해도 울며 다짐을 해봐도 떠나가는 네 얼굴 보고싶은.. 내가 정말 싫어 모두 꿈일꺼라고 깨면 다 돌아올꺼라고 아픈 마음을 위로해보지만 점점 멀어져가는 너의 모습을 보면서 울고있는 내가 다 가여워 다시 사랑한다해도 다른 누군가를 만나도 나는 너와 같은 사람 다신 만나지 못해. 백번 천번을 말해도 울며 다짐을 해봐도 떠나가는 네 얼굴 보고싶은 내가 싫어. 정말 사랑했었다면 나를 사랑했었다면 가는 길에서라도 한번쯤은 돌아봐줘 이거 하나만 알고 가 이 말 하나만 듣고 가 나보다 더 좋은 사람 만나도 날 잊으면 안돼.. 펼치기
1650	2007	비밀번호 486	윤하 (YOUNHA)	한시간마다 보고 싶다고 감정없이 말하지 말아 흔하게 널린 연애지식은 통하지 앉아 백번을 넘게 사랑한다고 감동없이 말하지 말아 잘 잡혀가던 분위기마저 깨버리잖아 여자는 생각보다 단순하지 않아 행복하게 만드는 방법도 조금씩은 달라 하루에 네번 사랑을 말하고 여덟번 웃고 여섯번은 키스를 해줘 날 열어주는 단 하나뿐인 비밀번호야 누구도 알 수 없게 너만이 나를 가질수 있도록 You're my secret boy boy boy boy boy boy 아무데서나 나타나지마 항상 놀라지만은 않아 화장기없는 얼굴 보이면 화도 나는걸 남자는 여자만큼 섬세하질 않아 하고 싶은 대로만 한다면 다 된다~ 믿어 하루에 네번 사랑을 말하고 여덟번 웃고 여섯번은 키스를 해줘 날 열어주는 단 하나뿐인 비밀번호야 누구도 알 수 없게 너만이 나를 가질수 있도록 You're my secret boy boy boy boy boy boy 어렵다고 포기하진 말아줘 너 하나만 원하는 날 알아줘 바람둥이 같은 남자들에게 여자들은 늘 속곤 하는걸 날 애태우고 달랠줄 아는 니가 되길 바래 하루에 네번 사랑을 말하고 여덟번 웃고 여섯번은 키스를 해줘 날 열어주는 단 하나뿐인 비밀번호야 누구도 알 수 없게 너만이 나를 가질수 있도록 You're my secret boy boy boy ~~ boy boy boy ~ boy boy boy ~~~ boy boy boy ~~~~~ 펼치기
1651	2007	흰눈	이루	한 사람을 너무 사랑했던거죠 얼마나 나를 아프게 할지도 모르고 기뻐했죠 이 세상에 그댈 가진 사람 나 하나 뿐이라며 흰 눈이 내리던 어느 날 그 고운 입술로 날 사랑한다고 안녕이란 말을 하고 그대가 내 곁을 떠나갔죠 몰랐었죠 우리 헤어진다는건 정말 그대가 내 사랑인줄 알았는데 좋아했죠 그대 나와 같은 생각하고 있을거라 믿었죠 흰 눈이 내리던 어느 날 그 고운 입술로 날 사랑한다고 안녕이란 말을 하고 그대가 내 곁을 떠나갔죠 하얀 눈위에 멀어져 가는 그대가 남겨둔 발자국 세며 멍하니 바보처럼 떠나가는 뒷모습 보면서 울었죠 흰 눈이 내리던 어느 날 그 고운 입술로 날 사랑한다고 안녕이란 말을 하고 그대가 내 곁을 떠나갔죠 흰 눈이 내리던 어느 날 그 고운 입술로 날 사랑한다고 안녕이란 말을 하고 그대가 내 곁을 떠나갔죠 내 곁을 떠나갔죠 펼치기
1652	2007	같은 베개...	테이	하룻밤 자고나면 괜찮을거라 그 밤이 어느새 천번째 밤이야 니가 떠난 그 날부터 매일밤 나를 위로해 줬던건 언젠가 니가 내게 사준 베개야 한시도 떨어져 살수가 없을때 서로같은 베개위에서라도 꼭 잠들자고 약속했었던 똑같은 베개 베고서 잠이들면 어디서든 함께있는 거라던 꿈속에서도 헤어지지 말자던 그런 니가 너무 그리워 잠들때까지 전화기를 붙잡고 사랑한다는말 지겹게 나누고 두 베개가 하나되는 그 날을 그리며 행복했던날 이제는 그 베개를 끌어 안고서 눈물을 흘리고 후회를 흘리고 너에게 다 미쳐주지 못했었던 나의 마음을 또 흘리지 똑같은 베개 베고서 잠이 들면 어디서든 함께 있는 거라던 꿈속에서도 헤어지지 말자던 그런 니가 너무 그리워 언젠가 잊혀질 날이 올 것 같아서 슬픔도 멈출날 올 것 같아서 외려 두려워 시간이 내 맘까지 앗아갈까 아직도 너만 꿈꾸고 있는 바보 이런 나도 잠들날이 올까봐 똑같은 베개 베고서 잠이들면 어디서든 함께 있는거라던 꿈속에서도 헤어지지 말자던 그런 니가 너무 그리워 사랑이 눕던 그 곳에 그 자리위에 영원토록 이별이 또 누워도 너와 똑같은 추억 하나 가진 날 그래도 너라서 고마워 펼치기
1653	2007	&Design (CF - KTF 도시락 '문근영'편)	문근영	포기 따윈 없어 힘들때 참은 눈물 모아서 기쁠때 흘리겠어 나는 믿고 있어 보여주고 싶어 세상에 내가 못할 일들은 어디에도 없단걸 For My Life 내가 그릴래 내 가슴에 나의 미래 나빴던 기억도 하얗게 칠해 가릴래 몸이 아닌 마음으로 입는 멋진 옷 내 손으로 만들어 볼거야 Change Of My Life 아직 모르겠어 나를 보는 시선 사람들의 눈속에 비치는 내 모습은 어떨까 나는 자신있어 모두 내곁에서 부러움에 가득한 표정만 짓게 만들수 있어 For My Life 내가 그릴래 내 가슴에 나의 미래 나빴던 기억도 하얗게 칠해 가릴래 몸이 아닌 마음으로 입는 멋진 옷 내 손으로 만들어 볼거야 Change Of My Life 깜짝 놀란 얼굴을 생각하면 벌써 부터 설레는 걸 변한 날 보는 많은 사람들 For My Life 넓은 하늘도 내 맘대로 그림처럼 상상해 볼거야 세상 제일 큰 액자로 언제라도 웃고 싶을땐 마음도 간지럽히는 해피 디자이너 내가 되주겠어 펼치기
1654	2007	미워요	씨야	평생을 나만 사랑한다고 해놓고 평생을 나만 바라본다고 해놓고 나 그댈 이토록 사랑하게 해놓고 안녕이란 말도 없이 떠나간 그대가 미워요 마음이 약해서 그댈 붙잡지도 못하고 못난 정 때문에 잊지도 못하고 사랑한다고 하더니 나를 떠나가버린 그 사람 지켜준다고 약속하더니 나를 울리고 떠난 그 사람 오 바람아 불어라 그리운 이 내 마음 전해지도록 내 님이 있는 곳 너는 알고 있잖아 사랑이 사랑을 잊혀지게 한다는 그 말 아무리 되내어도 그리움만 차 사랑한다고 하더니 나를 떠나가버린 그 사람 지켜준다고 약속하더니 나를 울리고 떠난 그 사람 오 바람아 불어라 그리운 이 내 마음 전해지도록 내 님이 있는 곳 너는 알고 있잖아 그래도 사랑했던 사람 내게는 다정했던 사람 이제 잊어야 하겠지 사랑아 사랑아 너 없이 나 어떻게 살라고 못난 내 사랑아 이제는 내가 널 보내줄께 오 세월아 흘러라 사랑한 추억 모두 잊혀지도록 그리운 내 님이 생각나지 않도록 여자의 가슴에 사랑만 남겨놓고 떠난 사람아 미워요 그 사람 내가 사랑했던 사람 펼치기
1655	2007	가슴아 그만해	엠씨더맥스 (M.C the MAX)	참 많이 사랑했다는 말이 내 가슴 끝에 걸려서 숨을 쉬면 한숨이 되고 눈을 감으면 눈물이돼 머리가 내 가슴을 혼내고 바쁘게 나를 보채도 떠난 네가 살아날 때마다 덜컥 다시 겁이 나 하루가 힘들어져 가슴아 눈물아 한숨아 사랑아 왜잊지 못하니 떨쳐 버리고 쉬지 못하니 제발 내게 말해줘 거짓말 이라도 좀 해줘 돌아 온다고 나에게 돌아오고 있다고 더 많이 안아줘야 했는데 더 예뻐해야 했는데 못난 네가 생각날 때마다 시린 눈물이 흘러 멈출 수가 없잖아 가슴아 눈물아 한숨아 사랑아 왜 잊지 못하니 떨쳐 버리고 쉬지 못하니 제발 내게 말해줘 거짓말이라도 좀 해줘 돌아 온다고 나에게 돌아오고 있다고 조금씩 무뎌지며 모두가 그렇듯 살겠죠 슬퍼서 죽지는 않겠죠 그 이름 그 얼굴 그 웃음 그 전부를 어떻게 잊겠니 수많은 너를 안고 사는데 그렇게 나 견딜께 그렇게 믿고 살아 볼께 오늘 하루만 버티면 네가 돌아 온다고 가슴아 다시 돌아 올꺼야... 펼치기
1656	2007	착한거짓말	이승기	착한거짓말 가버려 너란 사람 지겨워 제발 울지 말고 그냥 떠나가 너를 사랑했단 말 모두 거짓말이야 지금 가랄 때 그냥 가 난 네가 알던 좋은 사람이 아냐 보잘것없는 한심한 그런 사람이야 이제 너를 또 다시 울릴 수는 없잖아 나 때문에 제발 울지 좀 마 정말 미안해요 나 같은 사람 사랑해서 많이 힘들었잖아 뭐 하나 잘해 준 거 없잖아 이게 나예요 사랑 하나 지키지도 못하고 그댈 떠나보내요 차라리 실컷 욕이라도 해 제발 지금껏 너를 고생만 시킨 남자니까 너의 가족에게도 떳떳하게 보여줄 멋진 사람 만나기를 바래 정말 미안해요 나 같은 사람 사랑해서 많이 힘들었잖아 나 때문에 많이 울었잖아 이게 나예요 사랑 하나 지키지도 못하고 그댈 떠나보내요 고마워요 이 못난 날 사랑해줘서 그대 사랑하면서 제대로 살고 싶었으니까 사랑했어요 부디 좋은 사람 만나 날 잊고 행복하게 살아줘 펼치기
1657	2007	눈물로 (Duet 이정)	제이	차라리 이제 잊을래 한참을 헤매고 다시 헤매도 시간에 모두 다 부딪혀 나조차 몰라보게 바람에 흘려 보낼래 내 메마른 기억 속 멀리 보내볼래 다신 찾지 못할 곳으로 이 사랑을 보내볼래 눈물로 하루를 보내야 하겠지 또 그렇게 울다가 지워가면 사랑했었던 모습도 흐린 기억너머 사라져가겠지 흐르는 눈물에 네 모습 조금씩 널 지우며 너 기억 못하도록 날마다 눈뜰 때 마다 우리 사랑 멀어지게 사는 게 그런거라고 사랑하고 그리고 다시 보내주고 포근하게 안아 주던 널 이젠 모두 잊어볼래 눈물로 하루를 보내야 하겠지 또 그렇게 울다가 지워가면 사랑했었던 모습도 흐린 기억너머 사라져가겠지 흐르는 눈물에 네 모습 조금씩 널 지우며 너 기억 못하도록 날마다 눈뜰 때 마다 우리 사랑 멀어지게 모두 흐려지겠지 아픈 지금 이 시간 조차도 전부 지워지겠지 사랑했던 널 저 멀리 밀어내야만 한다고 바라고 바래 이제 불러도 불러도 넌 여기 없는데 바보같이 널 울면서 부르지 멀어져 가는 모습이 기억 저편으로 희미해지겠지 흐르는 눈물에 네 모습 조금씩 흘려 보내 날리는 바람 속에 익숙한 네 향기 마저 모두 다 사라지게 펼치기
1658	2007	하늘위로 (Remix)	렉시	지금 난 Crazy 그리운 Baby Somebody say me oh oh oh oh oh oh L E X Y 모두 다 미친 듯이 뛰자 하늘 위로 oh oh oh 기분좋아 오늘 밤 미친 듯이 뛰자 구름 위로 oh oh oh 사랑은 쉽지 않아 싸움이 끝이 안나 참아 보려 애써도 다른 남자 만나 행복 하라는 남자 또 다시 나를 두고 떠났어 어디론가 떠나 보는 거야 답답한 도시 이 공간 내가 숨을 쉴 수 있는 곳 모든 고민을 버리고 저 하늘을 날아 보는 거야 음악에 몸을 실어봐 자 나와 떠나 봐 자 니 마음대로 뛰어봐 L E X Y 모두 다 미친 듯이 뛰자 하늘 위로 oh oh oh 기분좋아 오늘 밤 미친 듯이 뛰자 구름 위로 oh oh oh 내 맘대로 미쳐 볼래 이 밤 속에 펼쳐지는 나의 행진 삶에 지쳐버린 everyday 누가 뭐라 해도 오늘밤은 제끼는 거야 크게 소리쳐볼래 억눌린 가슴을 토해내도 돼 더 크게 볼륨을 키워 DJ 자 in the place LEXY 리듬에 더해지는 나이가 부담스러워 정말 허전한 내 주머니 사정도 지금껏 뭐했나 앞으론 어떡하나 끝없이 빠져드는 고민 속 어디론가 떠나 보는 거야 답답한 도시 이 공간 내가 숨을 쉴 수 있는 곳 모든 고민을 버리고 저 하늘을 날아 보는 거야 음악에 몸을 실어봐 자 나와 떠나 봐 자 니 마음대로 뛰어봐 L E X Y 모두 다 미친 듯이 뛰자 하늘 위로 oh oh oh 기분좋아 오늘 밤 미친 듯이 뛰자 구름 위로 oh oh oh 지금 난 Crazy 그리운 Baby Somebody say me oh oh oh oh oh oh 지금 난 Crazy 그리운 Baby Somebody say me oh oh oh oh oh oh 자 놀아볼래 LEXY와 함께 나와 떠나는 여행에 니 몸을 싣게 표는 없어도 돼 거침 없이 달려 볼래 잃어 버린 너를 찾는 이 노래 얼마든지 공짜로 퍼 줄게 행복의 저울에 너의 그 두발에 자 1 2 3 L E X Y 모두 다 미친 듯이 뛰자 하늘 위로 oh oh oh 기분좋아 오늘 밤 미친 듯이 뛰자 구름 위로 oh oh oh L E X Y 모두 다 미친 듯이 뛰자 하늘 위로 oh oh oh 기분좋아 오늘 밤 미친 듯이 뛰자 구름 위로 oh oh oh 지금 난 Crazy 그리운 Baby 하늘 위로 oh oh oh 펼치기
1659	2007	사랑...후에	신혜성, 린	저만치 그녀가 떠나요 마치 바쁜 사람처럼 아쉬운 맘에 한걸음도 떼지 못한 나를 두고 인사까진 잘했는데 눈물은 감추지 못해 싫단 걸음을 억지로 재촉하는 날 그댄 모르죠 돌아보지 마요 계속 걸어요 울먹일 그대를 보면 다시 나 그대를 안고싶어 달려갈지 모르니 사랑하세요 누구든 다시 행복한 그대를 보면 이 맘 정리하기 더 쉬울테니 나를 도와줘요 손잡고 걸었던 이 길을 등을 진채 걷고 있죠 차는 눈물에 흐려지는 그대 모습 마지막이죠 돌아보지 마요 계속 걸어요 울먹일 그대를 보면 다시 나 그대를 안고 싶어 달려갈지 모르니 사랑하세요 누구든 다시 행복한 그대를 보면 이 맘 정리하기 더 쉬울테니 나를 도와줘요 어디로 가는지 걷고 또 걷죠 어쩌다 우리 이별까지 온 건지 난 모르겠어요 자신 없어요 그대 없는 듯 사는 일 쉴새 없이 드는 후회 속에 아파하며 살텐데 돌아봐줘요 한번만 다시 반가운 그 목소리에 용기 없는 내 발이 멈추도록 나를 불러줘요 아직 사랑해요 펼치기
1660	2007	Irony (아이러니)	원더걸스	자꾸 첨이란 말을 너무 많이해 이런 감정은 첨이라며 말을 하는게 이상해 난 다른 여자들과 다르다는게 좀 수상해 내가 아는 애만 해도 몇 명인데 그 여자들은 아무 의미도 없다는게 이상해 그동안 사귀었던 여잔 뭐였는데 말이 도무지 안되잖아 *** 남잔 다 믿어서는 안된다고 하면서 너만 다르다고 말하는 건 뭐야 Irony 말도 안 돼 x 3 말도 안 되는 말 정말 여잔 다 가지고 놀기만 했었다면서 나만 다르게 생각한단 건 뭐야 Irony 말도 안 돼 x 3 말도 안 되는 말 정말 다른 남자 애들 안 좋은 얘기를 자꾸 내게 자세히 말해 주는게 너무 이상해 니 친구들 안 좋은 얘길 왜 내게 계속 말해 너만 안 그렇단 말이 좀 이상해 니 친구들 모두 너와 함께 다니잖아 말이 돼 친구들 모두 다 그러고 있는데 너만 안그러고 있는게 *** 반복 너무 진실한 것처럼 말이지 너무 그러니까 이상한거지 말을 곧이 곧대로 듣지 못하고 자꾸 의심하게 돼 믿지 못하고 잠시 생각해보면 니가 뭣하러 그렇게까지 나에게 환심을 사려 할까 싶어서 믿어보려고도 해봤어 하지만 수상해 아무래도 안되겠어 *** 반복 펼치기
1661	2007	Maria	김아중	자 지금 시작해 조금씩 뜨겁게 우~ 두려워하지마 펼쳐진 눈앞에 저 태양이 길을 비춰 우~절대 멈추지마 마리아 아베마리아 저 흰구름 끝까지 날아 마리아 아베마리아 거친파도따윈 상관없이 기적은 이렇게 눈앞에 니 앞에 펼쳐잇어 우~절대멈추지마 마리아 아베마리아 저 흰구름 끝까지 날아 마리아 아베마리아 거친 파도 따윈 상관없이 마리아~ 멈춰버린 심장전체가 겉잡을 수 없이 뛰어와 마리아 아베마리아 저 흰구름 끝까지 날아 마리아 아베마리아 거친 파도 따윈 상관없이 마리아 아베마이라 저 흰구름 끝까지 날아 마리아 아베마리아 거친 파도 따윈 상관없이 펼치기
1662	2007	남자도... 어쩔 수 없다.	EVAN 에반 (유호석)	입술이 모두 말라가고 한숨이 자꾸 잦아들고 이 사랑이 지쳐 시들도록 난 이렇게 버려둔다 널 하나도 기억 못한다고 널 무심히 모두 잊었다고 하루종일 날 봐도 아무도 알지 못할만큼 무슨 일이 있는 듯 없는 듯 희미해진다 나 표정 없이 살다 마음 없이 살다 나 그런대로 이렇게 나 술을 마셔 본다 너에 취해 본다 더 흘릴 눈물 하나 없는데 남자도 사랑 앞에선 모두 어쩔 수 없다 너를 묻고 살다 자꾸 꺼내 본다 너는 모르겠지 이런 나 말수가 점점 줄어들고 끊은 담배가 더 늘어가고 자꾸만 멍하게 지내는 시간이 점점 길어지고 난 어디에도 마음을 가슴을 둘 수 없는데 나 표정 없이 살다 마음 없이 살다 나 그런대로 이렇게 나 술을 마셔 본다 너에 취해 본다 더 흘릴 눈물 하나 없는데 남자도 사랑 앞에선 모두 어쩔 수 없다 너를 묻고 살다 자꾸 꺼내 본다 너는 모르겠지 이런 나 괜찮아 늘 말을 하며 겨우 하루를 또 보낸다 숨만 쉬며 살다 너를 잃고 산다 그런대로 이렇게 숨을 쉬긴 한다 살아지긴 한다 더 흘릴 눈물 하나 없는데 남자도 사랑 앞에선 모두 어쩔 수 없다 하고 싶던 말이 못해줬던 말이 자꾸 입안에서 맴돌아 아무렇지 않은듯 말해본다 혼잣말 Hard to breath 사랑해 미안하다 펼치기
1663	2007	남자야	먼데이 키즈 (Monday Kiz)	이미 다른 사람 곁에 니가 있는데 그의 손을 잡고 있는데 한 걸음도 못하고 늘 제자리인 걸 또 오늘도 하루 만큼 멀어지는 걸 내가 될 수 없는지 널 사랑할 사람 바보처럼 눈물로 삼켜보지만 가슴에 니가 꼭 얹혀서 눈가에 니가 꼭 맺혀서 입가에 수없이 맴돈말 널 사랑 한다고 잊으려 발버둥쳐봐도 지우려 술에 늘 취해도 그리울 너잖아 찾아올 너잖아 시린 가슴 한숨에 털어내려해도 가슴 끝에 사는 한 사람 가끔 먼발치라도 한순간이라도 보고싶어 니가 있는 거릴 걷는데 내가 될 수 없는지 널 사랑할 사람 바보처럼 눈물로 삼켜보지만 가슴에 니가 꼭 얹혀서 눈가에 니가 꼭 맺혀서 입가에 수없이 맴돈말 널 사랑한다고 잊으려 발버둥쳐봐도 지우려 술에 늘 취해도 그리울 너잖아 찾아올 너잖아 이런 나를 모르고 못난 날 버리고 그렇게 그에게 안겨서 또 살아가잖아 그 사람 자꾸만 미워서 내사랑 가진게 미워서 또 다시 되돌려 달라고 말하고 싶지만 나보다 잘해줄 남자야 나보다 사랑할 남자야 부디 날 잊어줘 그렇게 살아줘 펼치기
1664	2007	이럴거면	아이비	이럴 거면 날 흔들어 놓지 말지 이럴 거면 잘해주지나 말지 이럴 거면 첨 스쳐가게 놔두지 너를 모르는 채 살게 하지. 떠날 거라면. 원망해도 후회해도 널 향한 나의 사랑은 이미 엎질러진 물 처럼 주워 담을 수 없어 나를 울리려고 이럴려고.. 날 사랑 했니. 너를 사랑하게 했니 멀쩡한 사람 왜 넌 바보 만들어 버릴 거면. 그럴 거였으면 왜 내 맘 모두 가져간 거야 조각나버려 이제 다신 쓸 수도 없게 내 머리는 내 입술은 매일 니 욕만 하는데 나의 가슴은 내 눈물은 자꾸 니 편만 들어 나를 울리려고 이럴려고 날 사랑 했니 너를 사랑하게 했니 잘살던 사람 왜 늘 울게 만들어 버릴 거면. 그럴 거였으면 왜 내 맘 모두 가져간 거야 누구에게도 이제 다신 줄 수도 없게 너를 알기 전 서로 몰랐던 때로 돌아가기엔 널 너무 사랑했나 봐 잊지 못할 거면 이럴 거면 널 붙잡을 걸 네게 떼라도 써볼걸 사랑한다고 너 없인 못산다고 울릴 거면 그립게 할 거면 차라리 너의 곁에서 울려 볼 수 있다면 혼자 사랑해도 되니까 나만 사랑해도 되니까 펼치기
1665	2007	물끄러미	지아	오늘은 좀 나을거야 널 보낸 어제보다 누구나 이별은 하잖아 걱정마 사실은 나 자신없어 니가 없는 하루는.. 아무것도 못할테니까 지나가는 사람들이 다 너처럼 보이는걸 힘이 풀려서 주저앉아 울고말았어 사랑했잖아 나밖에 몰랐잖아 왜 날 이렇게 아프게 해 나 없이는 못산다 했잖아 아니야 나 때문이야 너를 너무 사랑해서 그래 모두 내잘못이야 이제 사랑같은거 나 하지 않을래 두번 다시 밤새도록 울기만 했어 미치도록 아파서 못견딜만큼 나 니가 너무 그리워서 사랑했잖아 나밖에 몰랐잖아 왜 날 이렇게 아프게 해 나없이는 못산다 했잖아 아냐 나 때문이야 너를 너무 사랑해서 그래 모두 내잘못이야 이제 사랑같은거 나하지 않을래 사랑따윈 모른체 산다는게 없던 일로 한다는게 정말 넌 그게 되니 사랑했는데 우리 좋았었는데 다른 사랑과 달랐는데 왜 날 흔한 사람을 만들어 니가 떠날거라면 돌아올거 아니라면 작은 기대조차 주지마 너에겐 쉬운 사랑이 나 한사람에겐 전부니까.. 펼치기
1666	2007	So Fresh (Feat. 김태우) (위대한 캣츠비 OST 삽입곡)	MC몽	야 우리 둘인데 심장은 하나네 나 답답해 니가 있어야 내가 살어 너 아니면 나 죽어 너의 미소 하나면 웃던 나야 블루 다이아 보다 빛나는 너야 하늘에 걸린 별이라도 따야 웃는다면 끝까지 따는 나야 I only love ya I'm not a playa 너만 지독하게 사랑했던 나야 tell me show me that you love me 진실은 가려진채 난 또 울잖니 너 때문에 그나마 조금 웃어 너 때문에 죽고 싶어도 살어 너 때문에 뛰고 부딛혀 넘어져 너 때문에 돈이라도 벌려고 뛰어 내게 지쳐버린 당신께 무릎 꿇고 너에게 빌게 기필코 any thing I will do cuz I just wanna share my love with you 세상에 소리쳐 사랑한다고 말해줘 숨겨온 너의 슬픈 맘 놀라서 하늘 멀리 날아가 찾을수 없게 더 크게 사랑한다 내게 말해줘 any time any where no metter what I'll always be there 너와 나의 사이 아주 조그만 차이 이겨낼수 없겠니 이젠 어른이 된 나이 YOU&I 서로가 너무 다른 너와 나 YOU&I 서로가 지기 싫어했던 너와 나 ME&YOU keep it true 잘해왔어 no matter what we' been through 낮에도 밤에도 너 하나면 행복해 얼굴에 미소를 그려 it's you 두팔벌려 이세상 끝까지 it's you 니가 용서 할때 까지 it's you 너에 아픔 지워 질때 you you 너만 사랑 할테니 우리의 사랑은 최고의 속도로 내 작은 가슴은 불타는 활주로 용광로 보다 뜨거운 태양의 빛으로 우리는 저 끝으로 행복에 날개로 세상에 소리쳐 사랑한다고 말해줘 숨겨온 너의 슬픈 맘 놀라서 하늘 멀리 날아가 찾을수 없게 더 크게 사랑한다 내게 말해줘 달콤한 느낌 향긋한 손길 so fresh all day by day all yes so fresh 널 향한 눈빛 태양같은 불빛 so fresh all day by day all yes so fresh 달콤한 느낌 향긋한 손길 so fresh all day by day all yes so fresh 널 향한 눈빛 태양같은 불빛 so fresh all day by day all yes so fresh 세상에 소리쳐 사랑을 말해줘 자 이제 시작해 사랑도 꿈도 너 였어 커다란 내 삶 빈 자릴 채웠어 너 아니면 누구도 채울수 없어 평생을 비워뒀던 내 사랑이야 더 크게 사랑한다 내게 말해줘 펼치기
1667	2007	수취인 불명	프리스타일	안돼겠지 이젠 잘지내니 나는 요즘 그냥 그렇게 살어 예전보다 살만한데 맘은 그렇지 않아 안본지 오래됐어 요즘에 너는 어때 나같은거 이제는 별로 관심없겠지만 그건좀 어때 예전에 달고 살던 기침은 약좀 잘 챙겨먹어 고집부리지말구 감기라도 걸리면 넌 무척오래 가잖아 따뜻하게 좀 입고 다녀 멋부리지말고 요즘들어서 친구들이 내게 자꾸 말해 사랑은 다른 사랑으로 잊어버리라고 안쓰러운 눈빛으로 나를 보며말해 머리가 멍해지고 말라가는 병에 걸렸다고 길을걷다 멈춰서 한숨만 쉴꺼라고 이름을 불러도 잘 듣지 못할꺼라고 눈만 뜨고 있지 사는게 아니라고 당분간 그 심장은 잠시 멈출꺼라고 왜 이런거죠 내가 왜 이런거죠 아무렇지 않은데 왜 내가 힘들까요 내가 아픈가요 많이 아픈가요 난 아무렇지않죠 정말 아무렇지않죠 모든게 그래 니가 오늘하루 아무런일도없듯 나역시 오늘하루도 보통으로 살어 그런데 사람들이 나를 보며 말해 그러다 죽겠다고 이젠 좀 잊으라고 내색조차 안하려고 정말 애쓰는데 결국 아무리 숨겨봐도 나는 역시 안돼 그렇지 내가 하는 일이 다 그렇지 뭐 사랑하는 사람조차 볼수없으니까 오랜만에 니 생각나 편지한통 썼는데 그런데 마땅하게 어디로 보낼곳이 없어 사실은 나 미치도록 니가 보고싶고 많이 아파 너무도 힘들다고 말하려고했어 내가 지금 뭐를 어찌해야할지 어떻게 시작할지 너에게 물어보려했어 정말 뭐가 뭔지 대체 정말 뭐가 뭔지 나는 어떻게 너 없인 아무것도 못해 왜 이런거죠 내가 왜 이런거죠 아무렇지 않은데 왜 내가 힘들까요 내가 아픈가요 많이 아픈가요 난 아무렇지않죠 정말 아무렇지않죠 모든게 왜 이렇게 살아가는지 이렇게 힘든지 왜이렇게 된거죠 아무일도 없던것처럼 난 웃고 지내요 정말 아무렇지도않게 근데 왜 이런거죠 내가 왜 이럴까요 아무렇지않은데 왜 내가 힘들까요 내가 아픈가요 많이 아픈가요 난 아무렇지않죠 정말 아무렇지않죠 모든게 근데 왜 자꾸만 펼치기
1668	2007	나 이젠 (Duet 진성 Of 먼데이키즈)	최현준 (V.O.S)	아침에 일어나 눈을 떴을 때 지갑 속에 니 모습이 보일 때 매일매일 니생각에 하루 하루 지나가면 잊을까 겁쟁이가 됐나봐 니 목소릴 들어도 숨이차게 너를 가지 말라고 매일매일매일 다짐하면서 애타게 너를 찾을 것 같아 나 이젠 뜨루룹릅뚜 나 이젠 백번 넘게 자꾸만 너를 부를 때 눈물나고 사람들 매번 너의 안부를 물을 때 자꾸 자꾸 눈물이 나 하루하루 지나가면 잊을 수 있을까 겁쟁이가 됐나봐 니목소릴 들어도 숨이차게 너를 가지말라고 매일매일매일 다짐하면서 애타게 너를 찾을 것 같아 나 이젠 뜨루룹릅뚜 나 이젠 멀리서 한번만 너무나 보고싶어 한번만 밤새도록 걷다가 거리를 서성이다가 지우고 또 지워도 잊지 못할 건가봐 머릿속에 가득 너만 있나봐 매일매일 매일 돌이켜봐도 떠나간 너를 잡을수 없어 죽어도 너를 돌릴수 없어 겁쟁이가 됐나봐 니 목소릴 들어도 숨이차게 너를 가지 말라고 매일매일매일 다짐하면서 애타게 너를 찾을 것 같아 겁쟁이가 됐나봐 니 목소릴 들어도 숨이차게 너를 가지 말라고 매일매일매일 다짐하면서 애타게 너를 찾을 것 같아 나 이젠 뜨루룹릅뚜 나 이젠 펼치기
1669	2007	잔소리	더 넛츠 (The NuTs)	아무일 없지 지낼만 하지 거 봐 괜찮다고 했잖아 장난기 어린 네 맑은 음성이 하루종일 내 곁에 있곤 해 어딜 가든지 내가 무얼 하든지 혼자 내버려 두질 않아 무얼 먹어야 할지 무얼 입어야 할지 가면 갈수록 더해지는 너의 잔소리 그래서 눈물 나 내 귓가에 네가 있는데 너를 볼 수 없다는게 그게 너무 슬퍼서 그래서 눈물 나 내 가슴에 살아 있는 널 너무 보고 싶어서 너무 보고 싶어서 너무 아파 저 여잔 어때 자꾸 등을 떠밀어 다른 여잘 만나게 해도 열 번이면 열 번다 이뤄질 수 없었고 그런 날이면 전쟁 같은 너의 잔소리 그래서 눈물 나 나 그렇게 누굴 만나면 이제 다신 내 귓가에 오지 않을 너라서 그래서 눈물 나 너 그렇게 보내 버리면 니가 보고 싶어서 너무나 보고 싶어서 눈물이 나 어쩜 이렇게 아플까 가슴 터질 것처럼 그저 너 하나 없는 것 일뿐인데 그래서 눈물 나 이 세상이 해준 것 보다 니가 내게 해준 것이 너무 나도 많아서 그래서 눈물 나 널 더 이상 듣지 못한 채 주먹만 한 가슴에 너를 살게 하는 게 미안해서 펼치기
